0,fullname,id,likes,replies,retweets,text,timestamp,user,date,time,pos,neg,neu,comp
8492,Sidiikhan,9.12E+17,1,0,0,Hahah lol these actors are showing there upbringing @VJURWA @TheMahiraKhan @MawraHocane lanat on you ladies,2017-09-23T14:47:50,sidiikhan,23/9/2017,14:47:50,0.167,0,0.833,0.4215
8493,Tahir Masood,9.12E+17,0,0,0,Still trending? Bs kar do yar #MahiraKhan,2017-09-23T14:47:56,iTahirMasood,23/9/2017,14:47:56,0,0,1,0
8494,Akhtar Hussain,9.12E+17,1,0,0,Keep going @ajmaljami. Fine to condemn unnecessary criticism on @TheMahiraKhan less we start presenting her as a Role Model.,2017-09-23T14:47:57,akhtar1408,23/9/2017,14:47:57,0.081,0.247,0.673,-0.5719
8495,Someart,9.12E+17,0,0,0,"Your things are your own! Share it with love!
#MahiraKhan pic.twitter.com/cu8s5PvCoe",2017-09-23T14:48:03,TheeSamratSingh,23/9/2017,14:48:03,0.437,0,0.563,0.7896
8496,shahjehan khan,9.12E+17,1,0,0,It's half solidarity ,2017-09-23T14:48:05,imshahjehankhan,23/9/2017,14:48:05,0.524,0,0.476,0.296
8497,Ishtiaq Qureshi,9.12E+17,0,0,0,Right,2017-09-23T14:48:06,Ishtiaq22118513,23/9/2017,14:48:06,0,0,1,0
8498,Ch Shoaib,9.12E+17,0,0,0,Mahnat kar bcha hasad na kr,2017-09-23T14:48:12,ChShoai12183127,23/9/2017,14:48:12,0,0,1,0
8499,Mehmud.S,9.12E+17,1,0,0,On her back Scar is of cyst which was removed narrates @iamhamzaabbasi hope no other skin issue unresolved #MahiraKhan,2017-09-23T14:48:22,Chafqat,23/9/2017,14:48:22,0.131,0.1,0.769,0.1779
8500,ssaad,9.12E+17,0,0,0,#Mahirakhan #stophating #nohate #stopshaming #liveandletlivepic.twitter.com/1cwMlTGWDv,2017-09-23T14:48:43,ssarosh3,23/9/2017,14:48:43,0,0,1,0
8501,Mahar Ayoub,9.12E+17,0,0,0,Ye ma'am pta ni konsa culture lana chhty hn Pakistan me Na sach ko mano aur badan ko caprdy s free ye g fashion,2017-09-23T14:48:46,ayoub_mahar,23/9/2017,14:48:46,0.136,0,0.864,0.5106
8502,عروبہ سعید,9.12E+17,0,0,0,"Ye jou jou mahira py taunt kar rhy hain ye wohi awam hai jis sy kisi ki khushi bardasht nai hoti
#MahiraKhan",2017-09-23T14:48:55,arooba101,23/9/2017,14:48:55,0,0,1,0
8503,Khan 🔺,9.12E+17,75,16,39,"ماہرہ خان کی اپنی زندگی ہےوہ جو چاہے مرضی کرے۔پاکستانی عوام بھی بڑی فارغ ہے اس میں بھی ان کومسئلہ ہے۔ بھائی اپنے کام سےکام رکھو
#MahiraKhan pic.twitter.com/mLTeid0wOA",2017-09-23T14:49:05,GD_Khan,23/9/2017,14:49:05,0,0,1,0
8504,HasHir Hash,9.12E+17,1,0,0,"Wo gherat jo larki k backless Top ko dekh k jagti hy,  shaid sarak py phirtay huwy ghareb k nangy bachy ko dekh kr nhi jagti! 

#MahiraKhan",2017-09-23T14:49:21,Hashir__Hash,23/9/2017,14:49:21,0.083,0,0.917,0.2714
8505,I am stupid,9.12E+17,1,0,0,"#MahiraKhan
Just ask your self are you erasing Google search history??
Let her live long",2017-09-23T14:49:24,khalid123761804,23/9/2017,14:49:24,0,0,1,0
8506,Zahir Islam Yousifza,9.12E+17,0,0,0,Coming soon Pakistani Mia khalifa #MahiraKhan,2017-09-23T14:49:37,islamyousifzai,23/9/2017,14:49:37,0,0.306,0.694,-0.296
8507,Ch. KA Nye,9.12E+17,0,1,0,So calling her names makes you feel like a big man does it Mr. Yousafzai? When people resort to swearing it shows up their mentality.,2017-09-23T14:49:57,ch_nye,23/9/2017,14:49:57,0.094,0.075,0.83,0.128
8508,Urwa  💞,9.12E+17,1,0,0,,2017-09-23T14:50:05,AnokhiUrwa,23/9/2017,14:50:05,0,0,1,0
8509,Afsar Khan,9.12E+17,0,0,0,Hi,2017-09-23T14:50:17,AfsarKh80618382,23/9/2017,14:50:17,0,0,1,0
8510,Gumnaam,9.12E+17,0,0,0,"#mahirakhan
@TheMahiraKhan 
Complete your project as we wanna watch the movie wearing the white dress.",2017-09-23T14:50:23,Gumnaam_musafr,23/9/2017,14:50:23,0,0,1,0
8511,RAFFAY KHAN.  🔥,9.12E+17,4,0,0,"Kahii'n MAHIRA KHAN Ney Bhe Sasti Attention Lene K Liye, Yeh Pictures Leak To Nahi Karwai. 
#ACHASORRY.",2017-09-23T14:50:29,kraffay80,23/9/2017,14:50:29,0,0.138,0.862,-0.34
8512,MUHAMMAD ZEB KHAN,9.12E+17,1,0,0,@TheMahiraKhan is Pakistani and represent paki culture our Islam even our culture don't allow such a things she did this is Very shameful ,2017-09-23T14:50:30,muhammadzebkha2,23/9/2017,14:50:30,0,0.205,0.795,-0.6321
8513,Mahar Ayoub,9.12E+17,0,0,0,Ye kon btaye ma'am Pakistani women's ko Jo yuhun dress pehnti hn  Allah n aorat ko pardy me takhleeq Kia aur kafan ks ezafi cprda dy k uthya,2017-09-23T14:50:50,ayoub_mahar,23/9/2017,14:50:50,0,0.144,0.856,-0.6369
8514,Dania Nauman,9.12E+17,0,0,0,Is this about @TheMahiraKhan ??,2017-09-23T14:50:55,DaniaPakistani,23/9/2017,14:50:55,0,0,1,0
8515, 💖زندہ دل پاکستانی 💘,9.12E+17,4,1,0,"تم چاہے سگرٹ پیو یا گائے کا پیشاب پیو ہمیں کوئی فرق نہیں لیکن زلیل عورت تو نے ہمارے مزھب اور ملک کو بدنام کر دیا 

 #MahiraKhan",2017-09-23T14:50:58,Khadim_Jamiat34,23/9/2017,14:50:58,0,0,1,0
8516,ali sheikh,9.12E+17,0,1,0,Y can't we stop debating on this issue #MahiraKhan,2017-09-23T14:51:06,alisheikh1976,23/9/2017,14:51:06,0.212,0,0.788,0.2235
8517,saMBrat,9.12E+17,0,0,0,"रणबीर संग फोटो में दिखने के बाद ट्विटर पर ट्रोल हुईं माहिरा, समर्थन में आए अली ज़फ़र Mahira Khan Ali Zafar http://fb.me/1i70hhWZu ",2017-09-23T14:51:16,samjpr,23/9/2017,14:51:16,0,0,1,0
8518, 💯nia,9.12E+17,1,0,0,gareebni ,2017-09-23T14:51:16,st_chaudhry,23/9/2017,14:51:16,0,0,1,0
8519,لیلی',9.12E+17,1,0,0,"Mahira khan still a top trend 
Ab bass bhi kr do ",2017-09-23T14:51:31,ItxLailaK,23/9/2017,14:51:31,0.167,0,0.833,0.2023
8520,HighwayMan,9.12E+17,0,0,0,Nesvita piyo...bones strong karo. #MahiraKhan pic.twitter.com/QP96dMafBM,2017-09-23T14:51:32,shahrokh_ali,23/9/2017,14:51:32,0.398,0,0.602,0.5106
8521,Haider Ali,9.12E+17,15,0,10,"divided by countries 
united by suttaa
#MahiraKhan pic.twitter.com/9TRvy7iKz6",2017-09-23T14:51:40,iHAIDERALI,23/9/2017,14:51:40,0.286,0,0.714,0.4215
8522,Khurram Nasir,9.12E+17,1,1,0,Before we judge someone or interfer in someone private life. We should judge ourself & our life first. #hypocricy #MahiraKhan,2017-09-23T14:52:00,neganwalabat,23/9/2017,14:52:00,0,0,1,0
8523,Hamza Muzaffar,9.12E+17,0,0,0,"Retweeted Ali Zafar (@AliZafarsays):

@TheMahiraKhan pic.twitter.com/F4cjVzaRlX http://fb.me/y3dmFC4W ",2017-09-23T14:52:02,HamzaMuzaffar78,23/9/2017,14:52:02,0,0,1,0
8524,lemon,9.12E+17,0,0,0,@TheMahiraKhan put your dress on auction and donate the money to some charity just to burn them haters,2017-09-23T14:52:12,muteista,23/9/2017,14:52:12,0.127,0.145,0.727,-0.1027
8525,DanyaRiz,9.12E+17,0,0,0,""" the dont judge me "" era people are not judging they r criticizing, Nudity is unacceptable, u think walking around nude is acceptable.",2017-09-23T14:52:13,Dariz0911,23/9/2017,14:52:13,0.181,0.123,0.696,0.1053
8526,Rajeev,9.12E+17,0,1,0,Reminder : Mahira Khan is hot.,2017-09-23T14:52:28,AttitudeKnight,23/9/2017,14:52:28,0,0,1,0
8527,Ranjitoxer,9.12E+17,0,0,0,Be cool,2017-09-23T14:52:44,Ranjitoxer1,23/9/2017,14:52:44,0.697,0,0.303,0.3182
8528,Murtaza,9.12E+17,36,6,3,"Everyone happy now?

#MahiraKhan pic.twitter.com/UnGLmQRNfl",2017-09-23T14:53:09,momi_madridista,23/9/2017,14:53:09,0.481,0,0.519,0.5719
8529,Junaid,9.12E+17,0,0,0,...,2017-09-23T14:53:15,Muhammad697989,23/9/2017,14:53:15,0,0,1,0
8530,raeth band,9.12E+17,0,0,0,"Live and let live ...
Stop all the negativity ppl..
 @TheMahiraKhan",2017-09-23T14:53:18,wfarooki,23/9/2017,14:53:18,0,0.379,0.621,-0.6705
8531,Jamshed Jadun,9.12E+17,0,0,0,Baji wo Soottay lga rhi thi...  is liye wo declared kharab larki ha...  baat khtm...,2017-09-23T14:53:19,jamshedjadun,23/9/2017,14:53:19,0,0,1,0
8532, 💖زندہ دل پاکستانی 💘,9.12E+17,5,0,1,"جو اداکار انڈیا جاکے فلمیں بناتے ہیں وہ خواھش مند ہے کہ انہیں انڈین نیشنلٹی ملے
انہیں پاکستان سے صرف زبانی محبت ہیں

 #MahiraKhan",2017-09-23T14:53:28,Khadim_Jamiat34,23/9/2017,14:53:28,0,0,1,0
8533,Sohail Rasool,9.12E+17,4,0,1,"جب @TheMahiraKhan کےسگریٹ نوشی پر سب لوگ اس کا ذاتی فعل کہ رہےہیں تو میرےشراب پینےپر اعتراض کیوں
طاہر اشرفی بری محفل میں آبدیدہ #MahiraKhan",2017-09-23T14:53:39,SohailRasool007,23/9/2017,14:53:39,0,0,1,0
8534,Ishtiaq Qureshi,9.12E+17,0,0,0,"Tmam hajiyon sy mri guzarish ha ak namaz jan boojh k qaza krna Mahira k behooda dres sy bra gunah a lkn..
O gal na kraan ty chas konr lewey",2017-09-23T14:53:47,Ishtiaq22118513,23/9/2017,14:53:47,0.172,0,0.828,0.6124
8535,Faisal Sultan Mangat,9.12E+17,0,0,0,Us jasy kapry pehn k love bites show krwao r rat ko ksi actor k pass jao phr real solidarity show hoge,2017-09-23T14:53:58,CHFaisalMangat,23/9/2017,14:53:58,0.274,0,0.726,0.7506
8536,M Waleed,9.12E+17,0,0,0,Love u to mahira khan hamesha positive sochy dear friend,2017-09-23T14:54:12,MWaleed35858852,23/9/2017,14:54:12,0.731,0,0.269,0.9274
8537,Yasir Ahmed Awan,9.12E+17,0,1,0,More power to #MahiraKhan pic.twitter.com/FyZjLSYIqg,2017-09-23T14:54:15,Yasir_awan123,23/9/2017,14:54:15,0,0,1,0
8538,Umar,9.12E+17,0,0,0,"Woh Nani ke dialogues on Ethics,  Vulgar clothes.The viewers were deeply in it. Were they superficial @SaminaSays ? #ShehrEZaat #MahiraKhan https://twitter.com/SaminaSays/status/911460141379268609 …",2017-09-23T14:54:19,UBK86,23/9/2017,14:54:19,0,0,1,0
8539,Zafar Mohammed,9.12E+17,0,0,0,Is this the best role model U could find?,2017-09-23T14:54:57,ZafarMohammed1,23/9/2017,14:54:57,0.375,0,0.625,0.6369
8540,ایسے نہیں چلے گا !!!,9.12E+17,1,0,0,"#MahiraKhan
کل کو جب تمہاری بیٹی ایسے کرے گی تو اسکا دفاع کرنا منافقین",2017-09-23T14:54:58,patwarihunter,23/9/2017,14:54:58,0,0,1,0
8541,#Quetta,9.12E+17,10,2,6,"#MahiraKhan is exercising her Right of Freedom (1 stance)
#Afghanistan is taking help from our enemy #India (2nd stance)
#PakistaniHypocricy",2017-09-23T14:55:10,Shahid_Qazi1,23/9/2017,14:55:10,0.252,0.128,0.62,0.5267
8542,اپناگجرات ❤️,9.12E+17,3,0,1,"Original picture 
#MahiraKhan
@Gia___Carangi @KhanMobeena @SumoRizvi @Nadsms @Masho0m @Aao0okn @mebieman @madam_robena @zehra_fatima12pic.twitter.com/6vw0hWwtGY",2017-09-23T14:55:12,HostOfLove,23/9/2017,14:55:12,0.173,0,0.827,0.3182
8543,Sujata dehuri,9.12E+17,0,0,0,Sm morons born frm a demoralised degraded third class family abusing a women for her liberty..wr wr u dogs whn c was struggling #MahiraKhan,2017-09-23T14:55:37,Babynasuja,23/9/2017,14:55:37,0,0.405,0.595,-0.872
8544,Pycker Bollywood,9.12E+17,0,0,0,"Ranbir Kapoor: Both Smoking And Hate Are Injurious To Health @RanbirKapoorFC @TheMahiraKhan
https://pycker.com/news/ranbir-kapoor-both-smoking-and-hate-are-injurious-to-health/112297233187979 …",2017-09-23T14:55:41,BollywoodPycker,23/9/2017,14:55:41,0,0.236,0.764,-0.5719
8545,Only Liberal  😍 😍,9.12E+17,0,0,0,Madam simple hai ya kuch dala hai cigrate main,2017-09-23T14:55:43,rimmalik,23/9/2017,14:55:43,0,0,1,0
8546,Hasnaat Raza,9.12E+17,0,1,0,"When men do it, it looks attractive
When women do it, it becomes haraam
#doublestandards #MahiraKhan pic.twitter.com/GEyStXjKsZ",2017-09-23T14:56:07,hasnaatr2,23/9/2017,14:56:07,0.153,0,0.847,0.4404
8547,Ahmed Hussain,9.12E+17,0,0,0,Apart from #MahiraKhan. pic.twitter.com/aMMWBe34v1,2017-09-23T14:56:18,Ahmed_Hussain23,23/9/2017,14:56:18,0,0,1,0
8548,Pak Tv Central,9.12E+17,0,0,0,Ranbir Kapoor Finally Speaks Up on His Leak Pictures with Mahira Khan... http://fb.me/1hrOXfZJR ,2017-09-23T14:56:20,pakcenteral,23/9/2017,14:56:20,0,0.167,0.833,-0.34
8549, 🌟,9.12E+17,0,1,0,"""Thats  not Mahira Khan with Ranbir, it's Bharti Malhotra, look alike of Mahira!!!""
",2017-09-23T14:56:23,CheezFryz,23/9/2017,14:56:23,0,0,1,0
8550,Faizan Riaz,9.12E+17,0,0,0,"@TheMahiraKhan and The Internet. Here is what's up!
http://blogcoverage.com.pk/2017/09/23/mahira-khan-internet/ …
#MahiraKhan pic.twitter.com/BtFQLrAciW",2017-09-23T14:56:30,faizanrz,23/9/2017,14:56:30,0,0,1,0
8551,Only Liberal  😍 😍,9.12E+17,1,0,0,Lol....sustay logo cigrate sirf non muslim nahi peetay,2017-09-23T14:56:36,rimmalik,23/9/2017,14:56:36,0,0,1,0
8552,Usman Tariq,9.12E+17,0,0,0,"سینیٹ میں تحریک انصاف کی غير خاضری ڈیل ہوگئی کیا ؟
یا خطرہ  ہے کہیں عمران خان بھی نااہل نہ ہوجاے ؟
#MahiraKhan
#PTI
#PMLN
#imrankhan",2017-09-23T14:56:57,UsmanTariqPK,23/9/2017,14:56:57,0,0,1,0
8553,Hamza Hafeez,9.12E+17,0,0,0,"Just For Fun ...
#mahirakhan #pakistan #india #newyork #smoke #ranbirkapoor #viral https://www.instagram.com/p/BZYz9S7n4z-/ ",2017-09-23T14:56:58,HAMZAHAFEEZ03,23/9/2017,14:56:58,0.231,0,0.769,0.5106
8554,Michelle Mughal,9.12E+17,0,0,0,#MahiraKhan: ماہرہ خان کی کردار کشی کرنے والے توائف خانوں میں اپنی حاضریاں درج کروائیں ذرا,2017-09-23T14:57:00,Michelle_Yousuf,23/9/2017,14:57:00,0,0,1,0
8555,Maryam,9.12E+17,25,6,3,Mahira khan is actually trending because she smoked a fucking cigarette. It's national news. Hahahahahahaha fuck you all.,2017-09-23T14:57:09,maryamful,23/9/2017,14:57:09,0,0.179,0.821,-0.5423
8556,Baba Modiram,9.12E+17,0,0,0,Sources:- mahira khan was having sex with ranvir. #MahiraKhan,2017-09-23T14:57:18,ModiramBaba,23/9/2017,14:57:18,0,0,1,0
8557,Imran Amin Official,9.12E+17,0,0,0,"Tum kiya jaao Babu Ik Suttay Ki Qeemat. Bari mushkil se milta hai ik Kash pe kashmakash

#imranaminofficial #MahiraKhan #SuttaTrend",2017-09-23T14:57:31,imranaminshoona,23/9/2017,14:57:31,0,0,1,0
8558,hasnain,9.12E+17,0,0,0,luk who is talking,2017-09-23T14:57:32,HasnainBashirr,23/9/2017,14:57:32,0,0,1,0
8559,Zoya Shaikh,9.12E+17,0,0,0,"Ranbir Kapoor Defends Mahira Khan On Duo’s Viral Pics, Laments The Way She Is Being Judged http://dlvr.it/PpxyWw pic.twitter.com/egmxr04ogj",2017-09-23T14:57:35,zoya_fshaikh,23/9/2017,14:57:35,0,0.128,0.872,-0.3612
8560,M Usman Ali Naik,9.12E+17,0,0,0,"#ماہر0خان کی #ڈریسنگ پر #اعتراض تو یوں ہو رہے ہیں.
 جیسے
پہلے تو #مدرسہ میں #درس دینے جاتی تھیں.
#مُحترمہ
#MahiraKhan
#Mahira",2017-09-23T14:57:43,KashmiriNaik,23/9/2017,14:57:43,0,0,1,0
8561,salmann khann,9.12E+17,5,0,0,Please don't irritate Auntie  @TheMahiraKhan #MahiraKhan pic.twitter.com/CMif37MNqt,2017-09-23T14:57:45,Salmannkhann_,23/9/2017,14:57:45,0.481,0,0.519,0.5621
8562,News18 India,9.12E+17,29,5,4,"रणबीर संग फोटो में दिखने के बाद ट्विटर पर ट्रोल हुईं माहिरा, समर्थन में आए अली ज़फ़र @TheMahiraKhan
https://hindi.news18.com/news/entertainment/twitterati-troll-mahira-khan-over-her-photos-with-ranbeer-kapoor-1117274.html …",2017-09-23T14:57:45,News18India,23/9/2017,14:57:45,0,0,1,0
8563,News18Hindi,9.12E+17,5,0,2,"रणबीर संग फोटो में दिखने के बाद ट्विटर पर ट्रोल हुईं माहिरा, समर्थन में आए अली ज़फ़र @TheMahiraKhan
https://hindi.news18.com/news/entertainment/twitterati-troll-mahira-khan-over-her-photos-with-ranbeer-kapoor-1117274.html …",2017-09-23T14:57:45,HindiNews18,23/9/2017,14:57:45,0,0,1,0
8564,A.A Khan,9.12E+17,0,0,0,"Lol trying to make ppl chutiya with saying such absurd things. Film has already passd censors, not possible. Dont cover for Mahira Khan",2017-09-23T14:58:20,pakpassion082,23/9/2017,14:58:20,0.108,0.085,0.808,0.1531
8565,Ahmed Hussain,9.12E+17,0,0,0,May ALLAH Bless this young guy. ,2017-09-23T14:58:21,Ahmed_Hussain23,23/9/2017,14:58:21,0.359,0,0.641,0.4215
8566,Malik Jammal Awan,9.12E+17,1,0,0,#MahiraKhan اوکے اپنے گھر کا پتا بتا  https://twitter.com/Michelle_Yousuf/status/911605321587679232 …,2017-09-23T14:58:32,MalikJammalAwan,23/9/2017,14:58:32,0,0,1,0
8567,Muhammad Abdullah,9.12E+17,0,0,0,Best actress mahira khan,2017-09-23T14:58:37,Abdullah3667659,23/9/2017,14:58:37,0.583,0,0.417,0.6369
8568,Ahsan Sarwar Ghouri,9.12E+17,3,0,0,"#MahiraKhan
Islam has not permission to wear bad dress but #BBC and other bad channel said ita not issue due to its channel are Anti-islam",2017-09-23T14:58:47,ahsankhan902,23/9/2017,14:58:47,0,0.233,0.767,-0.7906
8569,Najam Naveed,9.12E+17,1,0,0,"#MahiraKhan
Sutty lgao 
Izzat lmao",2017-09-23T14:58:51,GudbirdNajam,23/9/2017,14:58:51,0.494,0,0.506,0.5994
8570,Lea Anderson,9.12E+17,0,0,0,"Lea Anderson ""Tell Me, YES!"" (Official Video) #MahiraKhan #NotSmartPhoneStory #BatmanDay #ValdezServania #celebrityhttps://www.youtube.com/watch?v=P9QhCDZS0cc&feature=share …",2017-09-23T14:59:12,iamleaanderson,23/9/2017,14:59:12,0,0,1,0
8571,Yogesh Purohit,9.12E+17,1,0,1,Peope always need some masala news and thatswhy they always target celebreties its shame on such kind of persons who speread negativity,2017-09-23T14:59:20,being_yogesh93,23/9/2017,14:59:20,0,0.242,0.758,-0.7506
8572,Muzammil,9.12E+17,1,0,0,"Wo Ghairat Ju Aurat ka backless top Daikh k jagti hai
 Wo Ghairat #Porn daikhtay howay Q nhi jagti? 
@TheMahiraKhan",2017-09-23T14:59:23,MuzammilMalick3,23/9/2017,14:59:23,0.096,0,0.904,0.2023
8573,Tooba Tariq,9.12E+17,0,0,0,Love you bold girl stay like this,2017-09-23T14:59:30,ToobaTariq1,23/9/2017,14:59:30,0.699,0,0.301,0.8519
8574,Mahima Nandakumar,9.12E+17,3,1,1,"Some men: Women deserve freedom, they must live their lives in their terms
CUT TO- #MahiraKhan smokes
Same men: Ohw! She is a slut ",2017-09-23T14:59:36,memahima,23/9/2017,14:59:36,0.135,0.222,0.643,-0.4069
8575,Ghuncha,9.12E+17,6,1,1,Mahira Khan sra pa solidarity k smoking kawalo wala jenako ta khu che sok shna chuka onesi jaahila khalak ,2017-09-23T14:59:39,ghuncha_kp,23/9/2017,14:59:39,0.22,0,0.78,0.5423
8576,Haniya.,9.12E+17,5,1,1,I see people calling Mahira Khan names for smoking and wearing a hot dress. I laugh. I see people bashing the first type of people. I laugh.,2017-09-23T14:59:49,BrownChica_,23/9/2017,14:59:49,0.265,0,0.735,0.802
8577,Shahid Javed,9.12E+17,0,1,0,Baseless comparison. Why did she dress up like this in our enemy country???? Koi aqal ki baat karo bhai sahb.,2017-09-23T14:59:53,sheddy_dxb,23/9/2017,14:59:53,0.1,0.179,0.721,-0.4515
8578,.,9.12E+17,0,1,0,@TheMahiraKhan fuckin hot!!! https://twitter.com/dp_srk_rk/status/911555456937742336 …,2017-09-23T14:59:58,cookiedough_xxx,23/9/2017,14:59:58,0,0,1,0
8579,Faisal Malik,9.12E+17,1,0,0,People are just getting jealous of her smoking......but they cant judge a real man ......& u know what its her matter......#fakepeople,2017-09-23T15:00:00,FaisalMalick08,23/9/2017,15:00:00,0,0.143,0.857,-0.4588
8580,PAK DRAMA ONLINE,9.12E+17,0,0,0,Ranbir Kapoor Finally Speaks Up on His Leak Pictures with Mahira Khan: http://youtu.be/xpHOGtjEo7k?a  via @YouTube,2017-09-23T15:00:01,_PakistanLink,23/9/2017,15:00:01,0,0.146,0.854,-0.34
8581,sarosh yakoob mehdi,9.12E+17,0,0,0,Don't u feel happy that ur pic is better looking than Mahira Khan.. ROTFL,2017-09-23T15:00:02,whereangelsdare,23/9/2017,15:00:02,0.358,0.148,0.494,0.6411
8582,Shams_Salarzai,9.12E+17,0,0,0,Only 25 percent solidarity.,2017-09-23T15:00:03,Shams_Salarzai,23/9/2017,15:00:03,0.423,0,0.577,0.296
8583,Mahmood Ahmed,9.12E+17,0,0,0,Bagharat ak Pakistani larki indian k samna adhi nangi bathi ha tu apni bhan ko bhaj day,2017-09-23T15:00:08,mahmud231968,23/9/2017,15:00:08,0.138,0,0.862,0.34
8584,Trendinalia Pakistan,9.12E+17,2,1,4,"⒈ #realfaceofindia
⒉ #projectdkl
⒊ faisalabad
⒋ #mahirakhan
⒌ #nd2c17

2017/9/23 19:51 PKT #trndnl http://www.trendinalia.com/twitter-trending-topics/pakistan/pakistan-today.html …",2017-09-23T15:00:13,trendinaliaPK,23/9/2017,15:00:13,0,0,1,0
8585,PAK DRAMA ONLINE,9.12E+17,0,0,0,I added a video to a @YouTube playlist http://youtu.be/xpHOGtjEo7k?a  Ranbir Kapoor Finally Speaks Up on His Leak Pictures with Mahira Khan,2017-09-23T15:00:13,_PakistanLink,23/9/2017,15:00:13,0,0.124,0.876,-0.34
8586,Malik Jammal Awan,9.12E+17,1,0,0,"#MahiraKhan 
اب کھوتی کے بچے مائرہ کو ڈیفینڈ کرنیولے اس کو بھی جواب دیں https://twitter.com/ModiramBaba/status/911605398221869056 …",2017-09-23T15:00:23,MalikJammalAwan,23/9/2017,15:00:23,0,0,1,0
8587,asr samejo,9.12E+17,0,0,0,"@TheMahiraKhan More power to u grl a sngle MOM a slf made prsn a hmble grl she is a gem ppl who talk shit can't b her, U Great! Keep it up.",2017-09-23T15:00:26,asrsamejo,23/9/2017,15:00:26,0,0.238,0.762,-0.8012
8588,Dania Nauman,9.12E+17,0,0,0,Really..??!! ,2017-09-23T15:00:33,DaniaPakistani,23/9/2017,15:00:33,0,0,1,0
8589,Tooba Tariq,9.12E+17,1,1,0,Jealous haha ;),2017-09-23T15:00:40,ToobaTariq1,23/9/2017,15:00:40,0.62,0.38,0,0.2263
8590,Umair,9.12E+17,5,0,0,U all are same. U represent no one. All these stunts are to make urself famous. #MahiraKhan,2017-09-23T15:01:04,Pakistan354,23/9/2017,15:01:04,0,0.136,0.864,-0.296
8591,muhammad zeeshan,9.12E+17,1,3,0,Everyone who is blaming Mahira has a small mind set. In other words choti aur gathia soch. you can also say pakistani soch.  #MahiraKhan,2017-09-23T15:01:06,shano_zeeshan,23/9/2017,15:01:06,0,0.127,0.873,-0.4939
8592,.,9.12E+17,0,0,0,Babe don't even listen to the haters live your life n you look beautiful ,2017-09-23T15:01:14,cookiedough_xxx,23/9/2017,15:01:14,0.215,0.177,0.608,0.1779
8593,shaam ali,9.12E+17,0,0,0,Bhari achai matt laga rhai hain aap b,2017-09-23T15:01:22,ShaamAli,23/9/2017,15:01:22,0,0,1,0
8594,Bhinnot Dimag,9.12E+17,0,0,0,ننگے کو ننگا نہیں بولو ورنہ بُرا لگ جائے گا۔۔ بولو بہت پیاری لگ رہی ۔۔ تو کسی کو پرسنل لائف والا ڈائیلاگ یاد نہیں آئیگا,2017-09-23T15:01:27,mshoaibiqb,23/9/2017,15:01:27,0,0,1,0
8595, 🚩RAHGUBIR KASEBAK 🚩,9.12E+17,0,0,0,Bhar main jaye  #MahiraKhan,2017-09-23T15:01:28,raghubirkasebak,23/9/2017,15:01:28,0,0,1,0
8596,Baba Modiram,9.12E+17,2,0,0,I was thinking pakis r real muslims now i m realising hindus r far better than them. Shame on them who support #MahiraKhan,2017-09-23T15:01:29,ModiramBaba,23/9/2017,15:01:29,0.236,0.131,0.633,0.3612
8597,Aqeel Ahmad,9.12E+17,0,0,0,میم ---وہ کپڑے اتار کے۔۔پلیز نا,2017-09-23T15:01:29,Engineer_Aqeel,23/9/2017,15:01:29,0,0,1,0
8598,Mariam Ellahi,9.12E+17,1,1,0,Thot the same untill found these fuckheads speaking shit about a woman who is independent to do whatever just as any another man #MahiraKhan,2017-09-23T15:01:45,ellahi_ARY,23/9/2017,15:01:45,0,0.141,0.859,-0.5574
8599,Ali Nawaz Khan,9.12E+17,1,0,0,The ONLY thing that needs to be pointed out in those pictures is that smoking is bad for health. #MahiraKhan,2017-09-23T15:01:45,Ali_Nawaz516,23/9/2017,15:01:45,0,0.156,0.844,-0.5423
8600,Jeff,9.12E+17,0,0,0,#MahiraKhan Yar itna bata Dou dunhill thi ya camel? @TheMahiraKhan,2017-09-23T15:01:49,Jeffthememelord,23/9/2017,15:01:49,0,0,1,0
8601,HollyBollyBuzz,9.12E+17,0,0,0,Shah Rukh Khan to REPLACE Mahira Khan in Raees! https://www.hindicage.com/news-gossip/shah-rukh-khan-to-replace-mahira-khan-in-raees/ …,2017-09-23T15:01:53,hollybollybuzz,23/9/2017,15:01:53,0,0,1,0
8602,Haider Ali,9.12E+17,13,1,11,"Mainey hothon se lagayi to..
Hungama ho gaya #MahiraKhan pic.twitter.com/JFy5uWIGYa",2017-09-23T15:01:58,iHAIDERALI,23/9/2017,15:01:58,0,0,1,0
8603,Mansoor Bari,9.12E+17,1,0,0,ماہرا کو وہ کام کرننا ہوگا جسکا پےسا لےگی,2017-09-23T15:02:16,bari_mansoor,23/9/2017,15:02:16,0,0,1,0
8604,Rehan Zia  🇵🇰,9.12E+17,0,2,0,Mene kb tareef ki Mahira khan ki? Aur me kb is haq main hn?? btayen,2017-09-23T15:02:18,RehanZia5,23/9/2017,15:02:18,0,0,1,0
8605,D,9.12E+17,0,0,0,"ماہرہ کی ڈریسنگ پر اعتراض تو یوں ہو رہے ہیں جیسے پہلے تو مدرسہ میں درس دینے جاتی تھیں مُحترمہ! 
نو ٹینشن پلیز

#MahiraKhan
@TheMahiraKhan",2017-09-23T15:02:23,Dewan_Ali,23/9/2017,15:02:23,0,0,1,0
